10 2ary/3ary Visual Posterior (BA18/19p)	11 2ary Auditory Posterior (BA21p)	12 Premotor Posterior (BA6p)	13 Premotor Precentral (BA6prc)	14 1ary Visual Posterior (BA17p)	15 1ary Motor (BA4)	16 1ary Auditory (BA41/42)	17 1ary Visual Anterior (BA17a)	18 1ary Somatosensory (BA3/1/2)	19 Posterior Middle Temporal (BA37-pMT)	2  Anterior Supramarginal (BA40a)	20 Posterior Fusiform (BA37m)	21 FEF Lateral (BA8)	22 Premotor Medial (BA6m)	23 Insular Anterior Cortex	24 Cingulate Posterior (BA23p)	25 Posterior Inferior Temporal (BA20p)	26 2ary Auditory, language (BA22a)	27 2ary/3ary Visual Anterior (BA18/19a)	28 2ary Auditory, Wernicke (BA22p)	29 Precuneus (BA7m)	3  Posterior Superior Parietal (BA7p)	30 Premotor Anterior Lateral (BA6a)	31 Supramarginal Posterior (BA40p)	32 Ventrolateral Prefrontal, Broca (BA44)	33 Anterior Inferior Temporal (BA20a)	34 Dorsolateral Prefrontal (BA9)	35 Dorsolateral Prefrontal Medial (BA9m)	36 FEF Medial (BA8m)	37 2ary Auditory Anterior (BA21a)	38 Anterior Prefrontal (BA10)	4  Anterior Superior Parietal (BA5/BA7a)	40 Cingulate Anterior (BA32g)	41 Angular (BA39)	42 Cingulate Subcallosal (BA25)	43 Temporopolar (BA38)	44 Dorsolateral Prefrontal (BA46)	45 Ventrolateral Prefrontal, Broca (BA45)	46 Prefrontal Medial (BA10m)	47 Cingulate Posterior (BA31)	48 Cingulate Anterior (BA24)	49 Cingulate Anterior (BA32)	5  Retrosplenial (BA29/30)	50 Orbitofrontal (BA11)	51 Piriform Cortex	52 Amygdala	53 Insular Posterior Cortex	54 Entorhinal Cortex	55 Hippocampus, CA3 / Dentate Gyrus	56 Nucleus Accumbens	57 Caudate	58 Putamen	6  Anterior Middle Temporal (BA37-aMT)	64 Globus Pallidus	65 Hippocampus, CA1	68 Medial Dorsal Thalamus	7  Orbitofrontal (BA47)	70 Ventral Lateral Thalamus	8  Cingulate Posterior (BA23a)
53 Insular Posterior Cortex	2.64071535923323	6.22899506960377	1.17055417712425	2.23653690108673	2.81847778660839	1.12638861363102	0.660191238628473	2.36181053875621	1.13471369186295	2.98825603296803	1.81733735044674	2.58042528654968	5.94172019861094	0.617338887834064	2.74642515853202	3.12938118042148	4.19518832819886	3.15907354610665	2.36181053875621	2.78729286553915	4.87375273929365	2.14677181417591	1.67459940058653	5.44025909634295	1.95187537112728	3.28102495013359	5.91557435486756	5.79225428616376	3.10376335661575	5.51360626516178	6.04800172673015	1.86431529398362	5.66990279572874	4.63666637487242	5.66990279572874	3.3316668811806	4.15278127132257	5.0643782626615	6.00081106929865	6.07277326314439	1.87278706315166	4.22677757177017	3.13222441454643	4.70089891274053	3.3031716695339	2.73787694280848	0	3.3031716695339	4.06943177542394	4.15341396820944	3.99308022069683	2.94281791449714	2.60424758315967	2.97503636113359	3.60342475475972	3.57684167132672	5.57250798309813	2.3256891847014	5.32520737455547
54 Entorhinal Cortex	3.1238665396001	3.6524310851321	3.69129203010513	2.49269087758622	3.55054054655909	2.88293731252085	3.44853015536273	3.665191088679	3.01630647181773	2.2076736447115	3.62177638513135	3.57162816756754	3.53063001204719	3.59298655233471	2.33449870575958	2.14252388815505	2.12357502761007	2.16599934563606	3.665191088679	2.21315595251276	2.68051339725364	3.47790289551009	3.40420383042487	3.50292361236211	2.78920434093424	1.30243244744874	3.49863408732094	3.73285512839656	2.68762960475672	3.09984100438723	3.71952800029525	3.12540137559409	3.36011586937961	2.32017464633574	3.36011586937961	1.57281771381655	2.75387454292922	3.07664372121985	3.65345771080615	3.45417288555282	2.39127502789139	2.7918268746864	2.19345597733174	2.5840908021228	0	1.68234396726293	3.3031716695339	0	1.89743498295571	2.50817366218271	2.54150673286752	2.40194997322738	2.83610542327735	2.38160684804417	1.75764885028722	2.13316795392496	3.41245486902878	1.97711577559916	2.79629790277476
55 Hippocampus, CA3 / Dentate Gyrus	3.5556363289452	3.15041036685201	4.35355246035354	3.38722576333874	3.89495143975814	3.36211103543992	4.03434924165367	4.09515958254757	3.49206594919156	2.88830908055621	4.59875375028946	3.92930835766282	3.30212105255326	4.26705555852326	3.09180212685564	2.70133926927447	2.34797186077921	1.6637366717807	4.09515958254757	2.09721365700914	2.633737808194	4.24063967406488	4.3787098731843	3.8067780115214	3.72677854838332	1.3320694197548	2.8958472694913	3.7768689681801	3.42767604427798	2.27261476328381	3.60542605775695	3.92448968470461	2.78979771809363	2.1980673305165	2.78979771809363	1.45470530168896	3.41692953824575	2.99285472237119	3.12909554043181	2.6875247431109	3.27790097158613	3.08265826815038	2.19080850895628	2.53030610043872	1.89743498295571	1.635869995645	4.06943177542394	1.89743498295571	0	2.66867310633271	2.93550924594023	3.05367702835051	3.48135538310609	3.03365781249882	0.7942633563836	2.5671011767309	3.23632839189962	2.48421744722251	2.1283990226454
56 Nucleus Accumbens	4.54778427880975	2.80776083724427	4.84249970191469	3.19116335763861	5.08207553618817	3.93006636903703	4.41909229886266	5.06689215716035	4.13386662071394	2.99570091385968	4.50835509473024	5.10919613164891	2.49870981145727	4.52140000343599	1.77367820086008	1.65902424729504	2.01171195484656	2.83841563674588	5.06689215716035	2.91040296437106	2.88759809700765	4.75805916146163	4.13545028620818	2.12591886518741	2.98377355641175	2.20254896903877	2.52645425706436	2.0986796643139	2.04805494066137	2.46514633867246	2.40674654215193	4.2771415131007	1.99383386596273	2.33971083673352	1.99383386596273	2.14713869255427	1.67101805665389	2.00600261449303	2.29730782280089	2.77240902368806	2.53341626753265	0.944960049814994	3.26560604486985	1.45380572013158	2.50817366218271	2.34961272773794	4.15341396820944	2.50817366218271	2.66867310633271	0	0.898592896652205	1.58334843266204	4.20973664428831	1.64384258154018	2.5829110126354	1.2938669187485	2.12750543162561	2.65386418082787	2.35485324786428
57 Caudate	4.56656906478161	2.88338996524065	4.62957209695146	2.78524991664975	5.09329939404289	3.80436699330228	4.30821058425825	5.08390016218315	4.03588569432532	2.64714166268903	4.14076309870786	5.08093938994035	2.42876498528511	4.35896130210387	1.44510407108418	1.68564083660333	1.81553521239601	2.87552014839867	5.08390016218315	2.83832940839884	2.98893261996176	4.5506667687402	3.71076186600044	1.78323147078729	2.54078041895103	2.22612358542953	2.61280046292792	1.95748983193551	1.51282777156404	2.63472106848083	2.35281962389969	4.09329932603928	2.36283939171397	2.26845698677074	2.36283939171397	2.25982773557853	1.129415517743	1.74527497651783	2.5034860979888	3.05217048084459	2.35710633761526	1.18574436051526	3.45925847646117	1.32960229768236	2.54150673286752	2.36665082568396	3.99308022069683	2.54150673286752	2.93550924594023	0.898592896652205	0	1.29539701569703	3.98914568289409	1.34311854396854	2.75729852717166	1.21741031774557	1.99537298518434	2.53660642570171	2.68698596525397
58 Putamen	3.89557207251478	3.96167637488587	3.69289884021905	2.24514358452317	4.39381099062305	2.93778118576636	3.29976862339675	4.2527108069975	3.16070973352447	2.42703821024303	3.33085881215548	4.33146551402021	3.57580364258407	3.33281919395194	0.780680899668722	1.49098891678597	2.41844281834521	2.62634382897305	4.2527108069975	2.4483671888227	3.47568917906	3.81755301945337	2.86616097039435	2.91575401173683	1.67907652864568	2.16465147666677	3.64265478742315	3.15012239391572	1.15889569649831	3.47953131948643	3.54829217188754	3.34426327672796	3.33344807326115	2.93777692597874	3.33344807326115	2.16203804263273	1.84096201577483	2.72053739527368	3.58502116990836	3.99123098670807	1.47113456753014	1.7407572936814	3.10835577799962	2.38194355082055	2.40194997322738	2.00291872004435	2.94281791449714	2.40194997322738	3.05367702835051	1.58334843266204	1.29539701569703	0	3.46389693618251	0.385380153063835	2.7377707148556	1.4590548436665	3.10456801109708	1.9612057550708	3.4396905208448
6  Anterior Middle Temporal (BA37-aMT)	1.83461385298643	5.31759597763105	2.29071913072196	1.72910208706514	2.01066822462365	2.3156346798377	2.73453670604115	2.3392888470969	2.27460887794574	1.81371307348762	1.90768362711125	1.94869770830713	5.07596145048221	2.77647329063783	3.35774224188865	3.32885297402234	3.13418994753332	3.25726338017252	2.3392888470969	3.05333473063574	3.44990509108961	1.23625475264819	2.20491202870929	4.9022588292832	2.76106121751039	2.89172341147163	5.33093325425245	5.45780606949952	3.61487920354168	4.95478554862224	5.35298620187945	1.32608260102875	5.3503142694416	3.3745723212844	5.3503142694416	3.35324594472203	3.75971197975119	4.72566720656786	5.59546347495965	5.2014840919038	2.69764355762813	4.52407926572304	2.40661145495727	4.20216408477761	2.83610542327735	2.72160368335976	2.60424758315967	2.83610542327735	3.48135538310609	4.20973664428831	3.98914568289409	3.46389693618251	0	3.35024077386871	2.9609192495975	3.43687746262595	5.16392706698802	2.29796898962749	4.44164409424848
64 Globus Pallidus	3.81156010397958	3.9337556216952	3.67085380314283	2.17240339989708	4.30959136993927	2.94056185280317	3.32573361065711	4.19072586019968	3.15156739893407	2.33768236609498	3.27805723578516	4.25561409188842	3.54439262736054	3.35297266385035	0.984559617722168	1.52885478189689	2.33646059746183	2.65821901395451	4.19072586019968	2.49073895510179	3.34639473280354	3.72020232060148	2.8489224980175	2.91898013496394	1.73963380598627	2.16149920241094	3.65373616463162	3.19015965986888	1.28378895877059	3.48823653589543	3.53919738323864	3.25267030494266	3.36356557663682	2.84251456250343	3.36356557663682	2.21156648761515	1.81698442151989	2.77009320124936	3.61226186560295	3.95380771673652	1.51032795346781	1.85265531662826	3.02176677603852	2.38590669426481	2.38160684804417	2.02128374515299	2.97503636113359	2.38160684804417	3.03365781249882	1.64384258154018	1.34311854396854	0.385380153063835	3.35024077386871	0	2.70489672005849	1.43897318432448	3.14481484626524	1.92706298847132	3.38566640253843
65 Hippocampus, CA1	3.13611681567297	3.37903023292782	3.8711774061719	2.85996340060135	3.49311426802133	2.93822385260428	3.60546011735351	3.67975583819393	3.06254976080385	2.4453441754947	4.03609233888627	3.51916933510112	3.39927083450591	3.82037254351225	2.76218567201324	2.39958570751505	2.13732788530085	1.65055549803645	3.67975583819393	1.95091531828585	2.50030284145269	3.70333733137693	3.84738555998631	3.74222940927979	3.27843072057736	1.2142029672513	3.18162005130577	3.82935133293136	3.13113400472614	2.64171911939706	3.70317703118395	3.3855433503761	3.04495491608145	2.09327202485037	3.04495491608145	1.49902602222089	3.1467500011886	3.06600117380591	3.3892653893213	2.99707194290771	2.82152300505613	2.99237738186846	1.85802817585163	2.52793345201986	1.75764885028722	1.37721139209284	3.60342475475972	1.75764885028722	0.7942633563836	2.5829110126354	2.75729852717166	2.7377707148556	2.9609192495975	2.70489672005849	0	2.32011661372219	3.36092837018901	2.05973324413067	2.32830137451173
68 Medial Dorsal Thalamus	3.92622627574661	3.12381597386202	4.15863645692378	2.42748504343455	4.45033528708844	3.3247877168346	3.85176925248189	4.463598286075	3.5140969082249	2.28493345756569	3.73801598138412	4.48541077116573	2.75926742114339	3.92738677118734	1.57291176743459	1.3283262735596	1.65402336488797	2.64030228205638	4.463598286075	2.60025302793067	2.58470048866726	3.96877614374675	3.43394040620767	2.36341324998078	2.46419681434304	1.93027352917538	2.9683182507733	2.63537714853633	1.82389815447819	2.83875243103779	2.82597325686064	3.50708210939499	2.65623797225688	2.07651970692927	2.65623797225688	2.06103547305162	1.52397771910639	2.32438307461206	2.91945965062283	3.09071922866627	1.98970489686766	1.62174493103643	2.81320952904398	1.7240527375181	2.13316795392496	2.04063798556711	3.57684167132672	2.13316795392496	2.5671011767309	1.2938669187485	1.21741031774557	1.4590548436665	3.43687746262595	1.43897318432448	2.32011661372219	0	2.58685584131574	2.01786843401901	2.51891466382069
7  Orbitofrontal (BA47)	5.78203446450536	1.49511843478295	6.09126354312531	4.21153406634063	6.28517299581989	5.1741759854778	5.79383859771025	6.41934728118655	5.42346247063108	3.65990101431939	5.68254991160892	6.29000650589606	1.28503033141431	5.89007400401479	3.09766373308064	3.13415994633609	2.30840260428783	3.47896033477292	6.41934728118655	3.59849211608643	3.38124349551382	5.9771981422025	5.21994791025056	1.40543245371606	4.09620097730664	2.90133328476118	1.06911419618875	0.926754388803017	2.96901462477741	1.54826014136246	1.13388276422703	5.59082663541633	1.61952083446596	2.38742608855065	1.61952083446596	2.90122605466708	2.32122926175232	0.655581491364693	1.21018969378492	2.14968572966494	4.0893288118759	2.30338456716132	4.52518547006793	1.17368060802569	3.41245486902878	3.36532730836786	5.57250798309813	3.41245486902878	3.23632839189962	2.12750543162561	1.99537298518434	3.10456801109708	5.16392706698802	3.14481484626524	3.36092837018901	2.58685584131574	0	3.874172686554	2.44818783497958
70 Ventral Lateral Thalamus	2.60126344903267	4.29032025399721	2.75545700131894	1.77494399641935	3.01700600601008	1.97967183977712	2.49294417924478	2.97954018809569	2.11720033018014	1.90590437294986	2.70520491693048	2.96912922134331	4.054600197371	2.62683596335297	1.8934557322408	1.87671836513143	2.39853818427569	2.11180549268659	2.97954018809569	1.94912274298176	3.04903584517838	2.67710494003102	2.5209003853181	3.8051250576372	2.01404964944607	1.78807939061206	4.08301090029758	4.12602775756713	2.32151038507741	3.7034252221999	4.22089991007497	2.27154454385267	3.86765402088401	2.73974067594012	3.86765402088401	1.99460200596492	2.72426982801625	3.44833529712292	4.19103011709577	4.10313086500258	1.57706240463309	2.85901164318778	1.95599279751567	2.94775316802147	1.97711577559916	1.50972257200526	2.3256891847014	1.97711577559916	2.48421744722251	2.65386418082787	2.53660642570171	1.9612057550708	2.29796898962749	1.92706298847132	2.05973324413067	2.01786843401901	3.874172686554	0	3.37622350827015
8  Cingulate Posterior (BA23a)	4.6642550978111	1.7024725029131	5.70515664742476	4.08021207849554	5.13102657510829	4.76373903924534	5.43272390328307	5.38366640950544	4.89477678727566	3.48961643552854	5.48514616227818	5.27836819352355	1.87963353346691	5.60953653781307	3.52815316752169	2.81795022487721	1.91979025561759	3.24410792069716	5.38366640950544	3.56060624842376	1.63914054278989	5.22703641421273	5.32880891961934	2.73138457898604	4.50287469853983	2.5457301775511	1.93436904203891	2.6577795248644	3.78314136617681	1.73677043179385	2.17381604132796	4.84830673536011	1.58504749533122	1.49039447719999	1.58504749533122	2.69686619581413	2.86762620548945	2.58813313333088	1.92300353684637	0.969202297947615	3.92142125372385	2.6601951290252	3.02606704555781	1.84047985401915	2.79629790277476	3.01426324202873	5.32520737455547	2.79629790277476	2.1283990226454	2.35485324786428	2.68698596525397	3.4396905208448	4.44164409424848	3.38566640253843	2.32830137451173	2.51891466382069	2.44818783497958	3.37622350827015	0
