10 2ary/3ary Visual Posterior (BA18/19p)	11 2ary Auditory Posterior (BA21p)	12 Premotor Posterior (BA6p)	13 Premotor Precentral (BA6prc)	14 1ary Visual Posterior (BA17p)	15 1ary Motor (BA4)	16 1ary Auditory (BA41/42)	17 1ary Visual Anterior (BA17a)	18 1ary Somatosensory (BA3/1/2)	19 Posterior Middle Temporal (BA37-pMT)	2  Anterior Supramarginal (BA40a)	20 Posterior Fusiform (BA37m)	21 FEF Lateral (BA8)	22 Premotor Medial (BA6m)	23 Insular Anterior Cortex	24 Cingulate Posterior (BA23p)	25 Posterior Inferior Temporal (BA20p)	26 2ary Auditory, language (BA22a)	27 2ary/3ary Visual Anterior (BA18/19a)	28 2ary Auditory, Wernicke (BA22p)	29 Precuneus (BA7m)	3  Posterior Superior Parietal (BA7p)	30 Premotor Anterior Lateral (BA6a)	31 Supramarginal Posterior (BA40p)	32 Ventrolateral Prefrontal, Broca (BA44)	33 Anterior Inferior Temporal (BA20a)	34 Dorsolateral Prefrontal (BA9)	35 Dorsolateral Prefrontal Medial (BA9m)	36 FEF Medial (BA8m)	37 2ary Auditory Anterior (BA21a)	38 Anterior Prefrontal (BA10)	4  Anterior Superior Parietal (BA5/BA7a)	40 Cingulate Anterior (BA32g)	41 Angular (BA39)	42 Cingulate Subcallosal (BA25)	43 Temporopolar (BA38)	44 Dorsolateral Prefrontal (BA46)	45 Ventrolateral Prefrontal, Broca (BA45)	46 Prefrontal Medial (BA10m)	47 Cingulate Posterior (BA31)	48 Cingulate Anterior (BA24)	49 Cingulate Anterior (BA32)	5  Retrosplenial (BA29/30)	50 Orbitofrontal (BA11)	51 Piriform Cortex	52 Amygdala	53 Insular Posterior Cortex	54 Entorhinal Cortex	55 Hippocampus, CA3 / Dentate Gyrus	56 Nucleus Accumbens	57 Caudate	58 Putamen	6  Anterior Middle Temporal (BA37-aMT)	64 Globus Pallidus	65 Hippocampus, CA1	68 Medial Dorsal Thalamus	7  Orbitofrontal (BA47)	70 Ventral Lateral Thalamus	8  Cingulate Posterior (BA23a)
53 Insular Posterior Cortex	2.19991695283603	1.6089982158848	2.00694611300194	2.15827312217647	2.32917834417137	1.25162050486238	0.630104565179515	2.3699827978133	0.977424767621934	1.74187820367483	1.54205140021236	2.31986746856001	2.23197955816406	2.05813490867823	1.06354009548795	2.08578561743401	1.94190548343864	1.10966059042398	2.3699827978133	1.31074732787273	2.08638324415651	1.24889852642136	1.85419718579817	1.20632754248608	1.08489989674738	1.82861204124573	1.66423141876355	2.27083602163537	2.14579959124184	1.49840248959345	1.52251982999474	1.39355515447123	2.32489600954019	1.41029718971832	2.32489600954019	1.20227614477825	1.60242412653334	1.19589755010458	2.2934035725702	2.2896177831438	2.2982793083384	2.4004989818665	2.27914894799198	1.68281979231544	2.05800744822898	2.02229005258603	0	2.05800744822898	2.12124689634765	2.20823460955085	2.03791639758126	1.98107035469339	1.84150256893317	1.78869940311014	2.24945603619961	2.24312634811959	1.20845862134799	1.72550833798752	2.25942285836252
54 Entorhinal Cortex	1.37790493056927	2.30126073315599	2.63128150232997	2.80658566688197	1.13838484562126	2.023230608168	2.33263059638182	1.36116997624214	1.95952328701215	2.47869570249027	2.57415921403737	1.17782829350462	2.88744683151836	2.47015166218383	1.93417241765601	2.28524452090876	2.07205915447666	2.19383523931727	1.36116997624214	2.4876224346812	1.706255136797	1.70613693949026	2.68974271525204	2.31336246738569	2.24964013438246	1.21158913938735	2.18395383638108	2.39707959695866	2.47823236096068	1.91475363932083	1.88225806722217	2.03317530400078	2.22754348533809	1.93624338864271	2.22754348533809	1.40494110114216	2.36248214114066	2.10620786160816	2.35041388190665	1.88564902698775	2.28963700502601	2.38514456031319	1.27027321838504	1.80674000037833	0	1.12698788894318	2.05800744822898	0	1.01512032314258	1.76856539642273	1.9143061330783	2.01128260697102	1.5214312320637	1.96153731572262	1.07204603780787	1.83798349019372	1.8248607619286	1.42619631251329	1.65450510864976
55 Hippocampus, CA3 / Dentate Gyrus	1.78329251767334	2.61986715543931	2.83150060444108	3.06917619087073	1.77693977488538	2.09262725634405	2.50264420758227	1.5915950584211	2.04730537193835	2.85998709907474	2.9557494208385	1.99107762949256	3.20399155745665	2.32285317969064	1.53728433154035	2.02233639810252	2.59720782275062	2.4712562148216	1.5915950584211	2.7603200329177	1.38599909228481	1.93757880401678	2.84360945786818	2.54233898281495	2.21320885130923	1.85761361401855	1.97771983825107	1.99711255699162	2.20333162083843	2.27588412001673	1.65967419898913	2.22283158223635	1.93699700176186	2.31009140018388	1.93699700176186	1.16345834658454	2.51693414877607	1.77358967552934	2.02886837355693	1.46548232050604	1.83471501001953	2.01128487759918	1.34304152969603	2.05966411225883	1.01512032314258	0.231577391025449	2.12124689634765	1.01512032314258	0	0.899144496061438	1.08955625004855	1.21412474026954	2.02194577964871	1.32437520689338	0.560401159589042	0.975710585056735	1.4353257885477	0.885020680751896	1.17148434664693
56 Nucleus Accumbens	2.10685039348821	2.79741436091893	2.96251338246391	3.206074747	2.25278006904677	2.17777057824316	2.59681566448027	1.87689360248417	2.12792914858996	3.05687545332683	3.14224922174058	2.53312690742022	3.33390349535547	2.12936487644246	1.40421570811474	1.69738143155546	2.88695172433498	2.64856236112302	1.87689360248417	2.89655479506435	1.21285962094034	2.11622746581599	2.91625827217792	2.66952213749973	2.20327109040595	2.29678075880591	1.82455414029606	1.55097728355133	1.88745824499278	2.51063235370038	1.51396932811638	2.28460329574593	1.52886160107293	2.53627802572614	1.52886160107293	1.30083113219575	2.56507283919285	1.62536186540428	1.59887513685334	1.1297638373067	1.34395784880734	1.54536321093203	1.61179763564982	2.14864411993084	1.76856539642273	0.772627362873528	2.20823460955085	1.76856539642273	0.899144496061438	0	0.577060043308775	0.67683006340823	2.3710167636151	1.11776164476756	0.988967677104428	0.408174252561245	1.2995065599177	1.00112172980934	0.921127709854694
57 Caudate	2.3503700536064	2.75011973677669	2.69465426838468	2.95363476892171	2.47303649922545	1.92886889622163	2.47121217674165	2.20374757860714	1.92421603816324	2.97562100506056	3.02044870947024	2.69020200063416	3.10963025703977	1.92065737419292	1.12877799421138	1.66739479495066	2.90568664763221	2.59850952920373	2.20374757860714	2.81520057559052	1.49389917803864	2.09683197098904	2.62565418082353	2.59005420466607	1.88420652092093	2.39430061132644	1.50737394739783	1.4361753693912	1.66645394311663	2.5182175469853	1.26912761855201	2.20364815162321	1.63148375709887	2.51049263631728	1.63148375709887	1.29406326121661	2.31331528232457	1.25176572771259	1.57570479088845	1.44761362603162	1.35538431139465	1.58393656033082	1.95804331354665	2.12177040080435	1.9143061330783	0.948188425513243	2.03791639758126	1.9143061330783	1.08955625004855	0.577060043308775	0	0.214559967805981	2.45296658361798	0.624903941581673	1.36002006347986	0.461517485252429	1.04553791872574	0.839626256443927	1.28793050551446
58 Putamen	2.38789624019927	2.73151084043739	2.67320590414728	2.93517714677648	2.52864008820045	1.8908470540888	2.41509022915657	2.25025741657275	1.8790745821499	2.95660606498064	2.98498889671268	2.74854819296258	3.09970586167235	1.87635247554036	1.06328460367465	1.63325489696556	2.91717633939944	2.56461566704499	2.25025741657275	2.77511374232656	1.51078306534714	2.08048575812651	2.59309607430486	2.5493052453309	1.82866000459331	2.44152303787516	1.48113855724413	1.42190325291302	1.63213024618865	2.51738006922864	1.2974767129176	2.17502088006325	1.66281971097326	2.49809218775311	1.66281971097326	1.30440258828146	2.30065933859985	1.18209510502986	1.58971759838128	1.46763838004721	1.34046980412341	1.58294406317832	2.01057966542618	2.17133670729445	2.01128260697102	1.07600312971703	1.98107035469339	2.01128260697102	1.21412474026954	0.67683006340823	0.214559967805981	0	2.47540956765362	0.558246354024997	1.46323379678268	0.562793838588427	1.02590329446002	0.866795596656326	1.33437105746605
6  Anterior Middle Temporal (BA37-aMT)	1.344284310492	1.21687350950846	2.38779012091779	2.46292390592898	1.26002998829348	1.94503752126219	1.86098074048426	1.54976808905032	1.79115245963608	1.32692411876294	1.96321854684416	1.07486375910306	2.46259409010579	2.47969722993247	2.12350699151099	2.34085022864213	0.785715642857345	1.50878429827755	1.54976808905032	1.66991057670976	1.83582669881315	1.21317762437048	2.34823811592824	1.58027051205796	2.03462512974349	0.640125554631636	2.22539746158294	2.58894558181694	2.56997474881843	1.07645980474378	2.01358046175275	1.616570320213	2.4213555619207	0.93627318610505	2.4213555619207	1.69336398597336	2.0281652438787	2.16288271565956	2.51628809358726	2.12721696823599	2.52864960237246	2.5695639928121	1.57851766153954	1.78318082281974	1.5214312320637	2.05933420562103	1.84150256893317	1.5214312320637	2.02194577964871	2.3710167636151	2.45296658361798	2.47540956765362	0	2.42105788502304	1.86810281988103	2.45860988516056	2.07945724799896	2.03551366694362	2.08284751073308
64 Globus Pallidus	2.4464650110682	2.62341979062789	2.28962563679809	2.56597272842336	2.53985304133451	1.54332306079441	2.24939509043399	2.38809541368541	1.59406640079174	2.7943195770579	2.75132661897782	2.68796725410264	2.77585565777436	1.69105524088539	0.976627942955169	1.67898850614351	2.80970842306846	2.45400130971893	2.38809541368541	2.63792439734657	1.73800278867878	1.96335734235947	2.22507448443908	2.41878019408476	1.50187598214069	2.37849893215238	1.27643644189688	1.51425947855748	1.54178660866164	2.445852341138	1.23291987323421	2.01320833288752	1.83911705606552	2.37276681908154	1.83911705606552	1.34496914267086	2.02481228298043	0.959631860766202	1.72364992778496	1.76039144800208	1.51959086358818	1.759841401087	2.17638002501324	2.0878342619043	1.96153731572262	1.2157069568344	1.78869940311014	1.96153731572262	1.32437520689338	1.11776164476756	0.624903941581673	0.558246354024997	2.42105788502304	0	1.68471527211806	0.965226644676388	0.993831006326944	0.741624212175141	1.62994721708629
65 Hippocampus, CA1	1.50157726497257	2.5676713867261	3.02794497991302	3.23712359633527	1.5474493014299	2.31004063964582	2.57026936129976	1.21043607304177	2.22290097104139	2.83389866803096	3.02065027876784	1.83930583041098	3.33331429530415	2.48507072560728	1.75391504438577	2.0720879712318	2.49401721431331	2.46045049219252	1.21043607304177	2.7598076984712	1.17009238836024	1.93027835942659	3.0230580906629	2.54808211544224	2.40741414528003	1.73016673253127	2.17308467169291	2.09754833863244	2.35635643499603	2.20200470275911	1.83363975674442	2.27113033898851	1.93414838111023	2.2627091966707	1.93414838111023	1.25674342524001	2.65865089108341	1.99667141230637	2.08225152979918	1.26778712626441	1.88474724498364	2.02925413885349	0.940782618144293	2.12400813894985	1.07204603780787	0.652149262254079	2.24945603619961	1.07204603780787	0.560401159589042	0.988967677104428	1.36002006347986	1.46323379678268	1.86810281988103	1.68471527211806	0	1.15908897415034	1.65022455907126	1.24274969514039	0.982774877455208
68 Medial Dorsal Thalamus	2.23193162026171	2.85441904969848	2.91864031208313	3.15150198382181	2.36010670161989	2.14004169598269	2.63590585402057	2.017619460832	2.11799061991583	3.1008774324081	3.17779956917234	2.6168418758631	3.26561305977016	2.01237309733072	1.41862175953616	1.64201572339867	2.95358350736337	2.71642340788257	2.017619460832	2.9427575433429	1.29747441771267	2.17769702363585	2.86168451023551	2.72226470846123	2.14729072536286	2.38955415201549	1.65945370852298	1.3868019099294	1.71784612623624	2.59396993343858	1.49206086465089	2.29712305778478	1.53537420923938	2.60147771397717	1.53537420923938	1.42571035889246	2.4917966415531	1.55303017492143	1.51354357264345	1.20115488198437	1.26343037081908	1.46561105615157	1.75274307456452	2.21652685117385	1.83798349019372	0.878286241102706	2.24312634811959	1.83798349019372	0.975710585056735	0.408174252561245	0.461517485252429	0.562793838588427	2.45860988516056	0.965226644676388	1.15908897415034	0	1.33386821647587	0.916383984770727	1.01225804071884
7  Orbitofrontal (BA47)	2.16726639412312	2.15314395734156	2.30766257330917	2.54182965758046	2.29612971376228	1.51748245813036	1.70941183693365	2.19383467675134	1.42285677084028	2.36850403276053	2.38061886135847	2.43124567758999	2.65431257012559	1.94168179720755	0.358565015978423	1.83213961186829	2.40395126358752	1.87630591782537	2.19383467675134	2.13934143223841	1.73873313556454	1.66304057828805	2.17725465705773	1.96315398036156	1.29375000018405	1.99265541999138	1.32433057954153	1.74624307732981	1.79544609940991	1.90633751714297	0.833944453419561	1.82114306124957	1.84996208165503	1.95704573910205	1.84996208165503	0.729951776983697	1.81732535440189	0.698316018358537	1.78961105582987	1.82222221344527	1.76470936316795	1.91643654667648	2.02855159855352	1.619283273965	1.8248607619286	1.2639346462119	1.20845862134799	1.8248607619286	1.4353257885477	1.2995065599177	1.04553791872574	1.02590329446002	2.07945724799896	0.993831006326944	1.65022455907126	1.33386821647587	0	1.14872412602378	1.71840323368995
70 Ventral Lateral Thalamus	2.00623618561377	2.40764769558433	2.35335352478684	2.60949449050018	2.05766483022526	1.50132667144676	2.1021075253807	1.91837226413527	1.47086946897621	2.60765344691433	2.5522861538433	2.19734264205774	2.77710825265339	1.72227115139687	1.16783227811074	1.53365343934524	2.48414917033488	2.24336829999754	1.91837226413527	2.43915703297353	1.31460457931662	1.62153627494829	2.35303526841453	2.20299369599731	1.69289632691454	1.96602019868867	1.46585986421828	1.57074172524952	1.67042088853897	2.18329785543089	1.3303359681106	1.74628213075373	1.69407358282402	2.09297672031146	1.69407358282402	1.16914943048426	2.06645286385165	1.29848618633336	1.68846732998381	1.41350734943189	1.46098327118689	1.67913742392305	1.68974317114859	1.88136899755571	1.42619631251329	0.836841920234264	1.72550833798752	1.42619631251329	0.885020680751896	1.00112172980934	0.839626256443927	0.866795596656326	2.03551366694362	0.741624212175141	1.24274969514039	0.916383984770727	1.14872412602378	0	1.23804708510747
8  Cingulate Posterior (BA23a)	1.69349731626682	2.61022381022337	2.93018713722434	3.11426181789024	1.90064531454849	2.1452745071072	2.5073120683119	1.37735999984178	2.05339085771818	2.86186039400708	2.94603643676232	2.19978485967525	3.17777473006658	1.95345191974117	1.79787170357707	1.32381944555068	2.58302503772955	2.53116556859353	1.37735999984178	2.72201392003873	0.505433677843111	1.85868402760178	2.90159469857035	2.49959899951634	2.31002678903355	2.03045245176566	1.90900530462366	1.44838719914875	1.80141293312081	2.34980995140962	1.74019634399835	1.97149177566712	1.25311726150789	2.30307926150988	1.25311726150789	1.55403302083344	2.50194940081335	1.94452662737679	1.42859229593431	0.322419672001369	1.1164804757899	1.25032668048704	1.09031005861665	2.0341730004518	1.65450510864976	1.16606176803967	2.25942285836252	1.65450510864976	1.17148434664693	0.921127709854694	1.28793050551446	1.33437105746605	2.08284751073308	1.62994721708629	0.982774877455208	1.01225804071884	1.71840323368995	1.23804708510747	0
